id_studenta;imię;nazwisko;uczelnia;miejsce_zam;rok_studiow;dochod_na_osobe
1199;Ewa;Wasiak;Politechnika Informatyczno-Elektroniczna;Zory;I;2653
1077;Waclawa;Henka;Politechnika Informatyczno-Elektroniczna;Zywiec;III;799
1601;Rita;Pieczenczyk;Politechnika Informatyczno-Elektroniczna;Zywiec;II;2229
379;Wioletta;Kucharska;Politechnika Krolewska;Baborow;II;1209
1198;Alicja;Kwasniak;Politechnika Krolewska;Barwinek;V;1860
64;Boguslawa;Keta;Politechnika Krolewska;Bedzin;II;3013
1351;Jerzy;Banan;Politechnika Krolewska;Bedzin;I;1463
853;Ewelina;Ambroziak;Politechnika Krolewska;Bialaszewo;I;2891
1055;Ewa;Baranicz;Politechnika Krolewska;Bielsk Podlaski;I;2580
285;Tomasz;Leganowski;Politechnika Krolewska;Bielsko - Biala;IV;2018
507;Wanda;Szalobryt;Politechnika Krolewska;Bielsko - Biala;II;701
753;Katarzyna;Biedka;Politechnika Krolewska;Bielsko - Biala;I;2705
1366;Halina;Bajerek;Politechnika Krolewska;Bielsko - Biala;I;2047
1442;Adam;Lewik;Politechnika Krolewska;Bielsko - Biala;IV;2728
1584;Cezar;Pawlak;Politechnika Krolewska;Bochnia;I;1693
1226;Anna;Kaminska;Politechnika Krolewska;Bozewo;IV;1960
204;Krzysztof;Checinski;Politechnika Krolewska;Bydgoszcz;I;2484
132;Mateusz;Antoniak;Politechnika Krolewska;Bytom;I;2699
291;Arkadiusz;Sokolowski;Politechnika Krolewska;Bytom;I;1964
895;Elzbieta;Wielgus;Politechnika Krolewska;Bytom;III;2581
1414;Piotr;Targosz;Politechnika Krolewska;Chalupki;I;2597
127;Jakub;Wtorek;Politechnika Krolewska;Chorzow;V;3263
225;Roman;Dusza;Politechnika Krolewska;Chorzow;V;838
305;Iwona;Grzybek;Politechnika Krolewska;Chorzow;I;787
527;Anna;Horbacz;Politechnika Krolewska;Chorzow;I;1079
531;Katarzyna;Bartecka;Politechnika Krolewska;Chorzow;I;350
620;Stefan;Wlodarczyk;Politechnika Krolewska;Chorzow;IV;571
1127;Elzbieta;Czwartek;Politechnika Krolewska;Chorzow;I;2846
126;Klemens;Rokosz;Politechnika Krolewska;Chyzne;I;667
245;Agnieszka;Malbolrska;Politechnika Krolewska;Chyzne;I;2814
170;Adam;Baryla;Politechnika Krolewska;Ciechocinek;I;1347
1409;Alina;Nowak;Politechnika Krolewska;Ciechocinek;I;1234
1533;Jan;Oleksy;Politechnika Krolewska;Ciechocinek;III;3180
803;Patryk;Fiszer;Politechnika Krolewska;Cieszyn;I;1576
981;Ryszard;Skrzypczyk;Politechnika Krolewska;Cieszyn;III;1049
988;Gabriela;Zajac;Politechnika Krolewska;Cieszyn;II;1757
1467;Nicola;Oleksza;Politechnika Krolewska;Czestochowa;I;381
724;Jozef;Biegar;Politechnika Krolewska;Dabrowa Gornicza;I;2878
1606;Agnieszka;Banczak;Politechnika Krolewska;Debica;I;2368
580;Paulina;Uszek;Politechnika Krolewska;Deblin;I;1937
1172;Krzysztof;Wachowicz;Politechnika Krolewska;Deblin;I;1928
785;Wojciech;Chlebdanowski;Politechnika Krolewska;Debrzno;I;827
142;Beata;Domnicz;Politechnika Krolewska;Dzierzoniow;V;3177
773;Wawrzyniec;Surowka;Politechnika Krolewska;Gdansk;IV;1644
1113;Izabella;Beniowska;Politechnika Krolewska;Gdansk;I;3322
33;Celina;Koral;Politechnika Krolewska;Gieraltowice;V;1242
152;Mikolaj;Jozwiak;Politechnika Krolewska;Gieraltowice;I;1880
1391;Ewelina;Rykala;Politechnika Krolewska;Gieraltowice;I;1236
610;Monika;Chrzanik;Politechnika Krolewska;Gliwice;I;2943
1032;Mikolaj;Pietras;Politechnika Krolewska;Gliwice;I;2686
1268;Malwina;Manna;Politechnika Krolewska;Gliwice;III;3161
1005;Amelia;Awast;Politechnika Krolewska;Glubczyce;I;3321
4;Michal;Rada;Politechnika Krolewska;Glucholazy;II;1712
720;Aleksander;Pawlak;Politechnika Krolewska;Gorzow Wielkopolski;III;705
1337;Krystyna;Zukowska;Politechnika Krolewska;Grudziadz;I;1150
112;Grazyna;Pawlowska;Politechnika Krolewska;Halinow;V;2799
46;Martyna;Bobrowska;Politechnika Krolewska;Ilawa;III;1263
402;Maja;Mazurkiewicz;Politechnika Krolewska;Istebna;I;511
1067;Zygmunt;Czajkowski;Politechnika Krolewska;Istebna;II;2861
1555;Dorota;Lichwa;Politechnika Krolewska;Istebna;I;1005
61;Hanna;Baron;Politechnika Krolewska;Jaslo;I;2509
1024;Karol;Brodowicz;Politechnika Krolewska;Jaslo;IV;1519
1044;Elwira;Banowicz;Politechnika Krolewska;Jastrzebie-Zdroj;I;1397
1295;Dariusz;Kratka;Politechnika Krolewska;Jastrzebie-Zdroj;I;2509
1537;Alicja;Kraus;Politechnika Krolewska;Jaworzno;I;3162
757;Malgorzata;Bronislawska;Politechnika Krolewska;Jaworzynka;I;735
942;Zofia;Maciarz;Politechnika Krolewska;Jaworzynka;V;1299
117;Amadeusz;Toborek;Politechnika Krolewska;Jedrzejow;II;2469
884;Radomil;Grudzien;Politechnika Krolewska;Jedrzejow;V;2077
1229;Natalia;Sobolewska;Politechnika Krolewska;Jedrzejow;I;2408
8;Wojciech;Zaluski;Politechnika Krolewska;Jejkowice;II;2141
1481;Martyn;Milek;Politechnika Krolewska;Jozefow;IV;1363
1615;Julianna;Abacka;Politechnika Krolewska;Julianka;IV;2583
1016;Zofia;Staniec;Politechnika Krolewska;Karniewo;II;610
299;Piotr;Piwnik;Politechnika Krolewska;Katowice;I;1592
300;Jan;Bator;Politechnika Krolewska;Katowice;I;2738
478;Halina;Kuchar;Politechnika Krolewska;Katowice;I;859
650;Kamil;Polkowski;Politechnika Krolewska;Katowice;II;357
675;Andrzej;Wisniewski;Politechnika Krolewska;Katowice;I;2322
919;Bogumila;Piotrowska;Politechnika Krolewska;Katowice;II;3306
1132;Marek;Zawodnik;Politechnika Krolewska;Katowice;I;3294
1328;Wlodzislaw;Wojtowicz;Politechnika Krolewska;Katowice;V;807
1546;Rafal;Swiderski;Politechnika Krolewska;Katowice;I;1310
729;Karol;Anyzkiewicz;Politechnika Krolewska;Kedzierzyn-Kozle;II;2274
1266;Joanna;Bilska;Politechnika Krolewska;Kedzierzyn-Kozle;I;2807
1399;Janusz;Slomski;Politechnika Krolewska;Kepice;III;2778
114;Damian;Bawicz;Politechnika Krolewska;Kety;I;1161
1129;Robert;Zalesiak;Politechnika Krolewska;Kobylin-Borzymy;I;1115
6;Marcin;Biernat;Politechnika Krolewska;Kogutek;I;931
1275;Andrzej;Kononowicz;Politechnika Krolewska;Kogutek;IV;2730
248;Bartosz;Adamiec;Politechnika Krolewska;Koniakow;I;2668
366;Joanna;Chodyra;Politechnika Krolewska;Koniakow;I;3225
781;Angelika;Koszka;Politechnika Krolewska;Koniakow;I;3338
968;Lucyna;Sokolowska;Politechnika Krolewska;Koniakow;II;2284
1296;Krystyna;Charkow;Politechnika Krolewska;Koniakow;I;398
1423;Zofia;Cybulska;Politechnika Krolewska;Koniakow;II;2100
1472;Adrianna;Wojtas;Politechnika Krolewska;Koniakow;II;2746
655;Pawel;Pawlowski;Politechnika Krolewska;Konin;I;2802
216;Stefania;Stolowska;Politechnika Krolewska;Koscian;II;2867
1245;Lukasz;Kotala;Politechnika Krolewska;Koscian;II;653
91;Ireneusz;Pazdziernik;Politechnika Krolewska;Koszalin;II;2759
1382;Wislawa;Slonina;Politechnika Krolewska;Krapkowice;IV;2012
743;Michal;Czajczyk;Politechnika Krolewska;Krasnik;I;3080
747;Agnieszka;Dziernanowska;Politechnika Krolewska;Krosno;I;2982
1088;Irmina;Kilen;Politechnika Krolewska;Krosno;I;1985
644;Alicja;Medynska;Politechnika Krolewska;Krzyz Wielkopolski;I;590
965;Wojciech;Sobczak;Politechnika Krolewska;Kuznia Raciborska;I;2626
966;Zofia;Klein;Politechnika Krolewska;Kuznia Raciborska;III;849
627;Tomasz;Mazurek;Politechnika Krolewska;Kuznica Bialostocka;V;2409
898;Sobieslaw;Bulwan;Politechnika Krolewska;Leczyca;I;970
950;Elzbieta;Zagorska;Politechnika Krolewska;Ledziny;IV;486
1089;Malgorzata;Pietrzyk;Politechnika Krolewska;Ledziny;I;3243
1188;Wiga;Debska;Politechnika Krolewska;Ledziny;II;523
1236;Ewa;Biel;Politechnika Krolewska;Ledziny;I;2416
1004;Faustyn;Katana;Politechnika Krolewska;Legionowo;I;3318
74;Maria;Swoboda;Politechnika Krolewska;Leszno;I;1032
28;Piotr;Skiba;Politechnika Krolewska;Limanowa;III;2917
1030;Mateusz;Switaj;Politechnika Krolewska;Limanowa;I;1947
35;Karol;Kedzierski;Politechnika Krolewska;Lomza;III;1374
438;Franciszek;Szybinski;Politechnika Krolewska;Lublin;V;1776
1595;Konstantyn;Sokolowski;Politechnika Krolewska;Lublin;III;1293
251;Marek;Majchrowicz;Politechnika Krolewska;Lubliniec;I;2405
1204;Rafal;Szkwarek;Politechnika Krolewska;Lubliniec;IV;2859
332;Agata;Babulak;Politechnika Krolewska;Lwowek Slaski;I;2170
780;Jerzy;Barczyk;Politechnika Krolewska;Medyka;I;3282
1190;Stanislaw;Pigulski;Politechnika Krolewska;Medyka;II;1340
830;Teresa;Grabik;Politechnika Krolewska;Miechow;V;3145
192;Tymon;Czarnecki;Politechnika Krolewska;Miedzyrzecze;II;2025
446;Szymon;Maron;Politechnika Krolewska;Mikolow;IV;2372
1361;Witold;Kornacki;Politechnika Krolewska;Mikolow;I;2770
317;Zdzislawa;Modrzewska;Politechnika Krolewska;Mlynarze;III;2124
558;Agnieszka;Witas;Politechnika Krolewska;Mlynarze;V;1914
94;Tymon;Czarna;Politechnika Krolewska;Monki;IV;1051
37;Natalia;Goral;Politechnika Krolewska;Myslowice;I;1947
854;Beata;Moskala;Politechnika Krolewska;Myslowice;IV;972
1074;Jakub;Kucharczyk;Politechnika Krolewska;Myslowice;I;2404
200;Anna;ocon;Politechnika Krolewska;Myszkow;III;3019
586;Miroslawa;Krasuska;Politechnika Krolewska;Myszkow;III;3018
1568;Renata;Chyla;Politechnika Krolewska;Myszkow;II;3318
401;Tomasz;Niczyj;Politechnika Krolewska;Naleczow;V;3295
1342;Ewelina;Paca;Politechnika Krolewska;Naleczow;I;350
343;Andrzej;Pyza;Politechnika Krolewska;Nowy Sacz;I;788
353;Katarzyna;Czader;Politechnika Krolewska;Nowy Sacz;I;353
1019;Jaroslaw;Nowik;Politechnika Krolewska;Nowy Sacz;III;3069
1520;Teresa;Wrobel;Politechnika Krolewska;Nowy Sacz;IV;2341
1609;Walenty;Mondkiewicz;Politechnika Krolewska;Nowy Sacz;III;1793
365;Ewa;Chiluta;Politechnika Krolewska;Nowy Targ;I;1924
510;Agnieszka;Badowska;Politechnika Krolewska;Nowy Targ;I;1372
562;Grzegorz;Borutawski;Politechnika Krolewska;Nowy Targ;I;2859
572;Robert;Zielinski;Politechnika Krolewska;Nowy Targ;V;2538
643;Karol;Andrus;Politechnika Krolewska;Nowy Targ;V;1775
1096;Dorota;Chenowska;Politechnika Krolewska;Nowy Targ;I;2956
1152;Janusz;Sapek;Politechnika Krolewska;Nowy Targ;II;1160
1262;Aleksandra;Majewska;Politechnika Krolewska;Nowy Targ;I;2206
1311;Agnieszka;Kapuscinska;Politechnika Krolewska;Nowy Targ;II;2227
486;Piotr;Murarz;Politechnika Krolewska;Nysa;III;2893
1540;Barbara;Wolej;Politechnika Krolewska;Nysa;I;1795
284;Czeslawa;Bochenek;Politechnika Krolewska;Ogrodniki;I;1883
151;Krzysztof;Rosiewicz;Politechnika Krolewska;Ogrodzieniec;I;680
176;Franciszek;Bielanski;Politechnika Krolewska;Ogrodzieniec;IV;3125
1099;Maciej;Rojkiewicz;Politechnika Krolewska;Ogrodzieniec;I;2143
136;Zofia;Gorajska;Politechnika Krolewska;Olkusz;II;2428
173;Grzegorz;Szlachcic;Politechnika Krolewska;Olkusz;II;2675
777;Michal;Piekarz;Politechnika Krolewska;Olkusz;II;3142
782;Maciej;Pajak;Politechnika Krolewska;Olkusz;IV;2558
1017;Jerzy;Barankiewicz;Politechnika Krolewska;Olkusz;I;869
1543;Dawid;Kruk;Politechnika Krolewska;Olkusz;I;810
1545;Robert;Zalewicz;Politechnika Krolewska;Olkusz;II;784
445;Jagna;Urban;Politechnika Krolewska;Olsztyn;I;1098
828;Zygmunt;Banachowicz;Politechnika Krolewska;Olszyna;II;3239
325;Mateusz;Buczek;Politechnika Krolewska;Oswiecim;I;2275
469;Wieslawa;Barcisz;Politechnika Krolewska;Oswiecim;II;1278
1186;Marcin;Rusin;Politechnika Krolewska;Oswiecim;IV;2578
87;Korneliusz;Gajos;Politechnika Krolewska;Otmuchow;II;1517
1134;Grzegorz;Serocki;Politechnika Krolewska;Pila;I;2664
1607;Oskar;Piekarski;Politechnika Krolewska;Pilica;II;401
113;Adam;Sliz;Politechnika Krolewska;Piwniczna-Zdroj;I;1077
243;Natalia;Chlopecka;Politechnika Krolewska;Piwniczna-Zdroj;I;2101
1462;Karolina;Dabrowka;Politechnika Krolewska;Poraj;I;2145
693;Kamil;Borysow;Politechnika Krolewska;Prudnik;I;421
1588;Ewa;Laczna;Politechnika Krolewska;Prudnik;V;2539
1594;Piotr;Bielawa;Politechnika Krolewska;Przasnysz;I;3047
512;Piotr;Januszewski;Politechnika Krolewska;Przemysl;I;1613
165;Kinga;Myszograj;Politechnika Krolewska;Pszczyna;IV;2155
961;Janusz;Smitkowski;Politechnika Krolewska;Pszczyna;V;2238
544;Grzegorz;Sokolowski;Politechnika Krolewska;Pulawy;III;606
205;Wiktor;Gorecki;Politechnika Krolewska;Pyrzowice;II;3274
519;Marcin;Gorgon;Politechnika Krolewska;Pyrzowice;V;2681
1267;Maciej;Cisasny;Politechnika Krolewska;Pyrzowice;II;1739
857;Janina;Bawinek;Politechnika Krolewska;Pyrzyce;I;3327
290;Radoslaw;Niedziela;Politechnika Krolewska;Rabka;II;2283
940;Wiktoria;Gumienny;Politechnika Krolewska;Rabka;I;855
345;Oskar;Szanca;Politechnika Krolewska;Raciborz;I;2257
826;Dorota;Stachowska;Politechnika Krolewska;Raciborz;I;2242
1317;Jaroslaw;Szturc;Politechnika Krolewska;Raciborz;I;3131
115;Bronislawa;Wegrzyn;Politechnika Krolewska;Radom;IV;2404
1608;Wieslaw;Mazurek;Politechnika Krolewska;Radom;II;2574
592;Michal;Zawadzki;Politechnika Krolewska;Rajcza;I;1501
1000;Mariusz;Morawski;Politechnika Krolewska;Rajcza;IV;467
554;Irma;Iwasiow;Politechnika Krolewska;Rogoznik;I;1201
12;Barbara;Michalska;Politechnika Krolewska;Ruda Slaska;I;2368
235;Weronika;Stroka;Politechnika Krolewska;Ruda Slaska;II;2180
563;Wiktor;Basajski;Politechnika Krolewska;Ruda Slaska;II;920
1126;Marcin;Pawlowski;Politechnika Krolewska;Ruda Slaska;II;2438
1279;Irena;Banaczek;Politechnika Krolewska;Ruda Slaska;I;3085
157;Jerzy;Bolkowicz;Politechnika Krolewska;Rybnik;I;2451
342;Roza;Biernaczyk;Politechnika Krolewska;Rybnik;IV;378
483;Krzysztof;But;Politechnika Krolewska;Rybnik;IV;2273
20;Adam;Bzinkowski;Politechnika Krolewska;Rzeszow;I;782
442;Teofil;Wina;Politechnika Krolewska;Rzeszow;IV;1963
1105;Franciszek;Bartoszek;Politechnika Krolewska;Rzeszow;I;1232
1375;Adam;Warka;Politechnika Krolewska;Rzeszow;II;1217
163;Andrzej;Wieczorek;Politechnika Krolewska;Sanok;III;2555
403;Alicja;Fedoruk;Politechnika Krolewska;Sanok;I;2482
1273;Zygmunt;Jablonski;Politechnika Krolewska;Sanok;IV;1185
1364;Jacek;Rynkiewicz;Politechnika Krolewska;Sanok;I;1578
348;Jan;Dziekan;Politechnika Krolewska;Siemianowice Slaskie;I;2815
609;Kamila;Borowska;Politechnika Krolewska;Siemianowice Slaskie;I;2743
699;Ewa;Jurek;Politechnika Krolewska;Siemianowice Slaskie;I;2101
721;Waclaw;Slaski;Politechnika Krolewska;Siemianowice Slaskie;II;2809
814;Maciej;Mojsanowicz;Politechnika Krolewska;Siemianowice Slaskie;I;2736
973;Gracja;Warecka;Politechnika Krolewska;Siewierz;II;3030
999;Jagoda;Szmaglinska;Politechnika Krolewska;Siewierz;I;605
1234;Ewelia;Basiak;Politechnika Krolewska;Siewierz;I;1994
1432;Adam;Kral;Politechnika Krolewska;Siewierz;I;2164
589;Stanislaw;Bialkowski;Politechnika Krolewska;Slawkow;II;3244
776;Kacper;Kujalowski;Politechnika Krolewska;Slawkow;V;1195
852;Mateusz;Kojec;Politechnika Krolewska;Slawkow;I;1884
31;Beata;Kotlarska;Politechnika Krolewska;Sosnicowice;I;1638
68;Tadeusz;Holski;Politechnika Krolewska;Sosnicowice;II;1945
1207;Mikolaj;Hejdysz;Politechnika Krolewska;Sosnicowice;I;1373
1387;Patrycja;Dona;Politechnika Krolewska;Sosnicowice;I;2571
128;Adrianna;Brzezinska;Politechnika Krolewska;Sosnowiec;III;2913
480;Edyta;Klan;Politechnika Krolewska;Sosnowiec;V;1683
647;Barbara;Przywarska;Politechnika Krolewska;Sosnowiec;I;3020
547;Krzysztof;Groza;Politechnika Krolewska;Strzelce Opolskie;I;2014
1509;Agnieszka;Ćmiel;Politechnika Krolewska;Sucha Beskidzka;I;2319
1548;Klara;Sokolowska;Politechnika Krolewska;Sucha Beskidzka;V;557
685;Marcin;Gorec;Politechnika Krolewska;Suraz;I;2939
440;Jan;Jasinski;Politechnika Krolewska;Swiecko;I;962
498;Aleksandra;Cichawacz;Politechnika Krolewska;Swieradow-Zdroj;I;3169
672;Barbara;Barszczykiewicz;Politechnika Krolewska;Swieradow-Zdroj;I;2827
1148;Dorota;Kozikowska;Politechnika Krolewska;Swieradow-Zdroj;I;2928
808;Zofia;Barszczewska;Politechnika Krolewska;Swietochlowice;II;957
1334;Michal;Batorowicz;Politechnika Krolewska;Swietochlowice;I;1287
1521;Karolina;Kryniewska;Politechnika Krolewska;Swietochlowice;I;795
487;Justyna;Biegaj;Politechnika Krolewska;Swinoujscie;I;1770
1284;Paulina;Chaberek;Politechnika Krolewska;Swinoujscie;I;2806
346;Jakub;Kucharski;Politechnika Krolewska;Szamotuly;III;2144
774;Bohdan;Bielawski;Politechnika Krolewska;Szamotuly;I;2645
331;Grzegorz;Styczen;Politechnika Krolewska;Szczecinek;III;931
410;Leslaw;Pawlica;Politechnika Krolewska;Szczekociny;I;3258
1251;Henryk;Walczak;Politechnika Krolewska;Szczekociny;III;3035
508;Andrzej;Okon;Politechnika Krolewska;Szczyrk;III;1556
639;Sylwester;Borkowski;Politechnika Krolewska;Szczyrk;IV;1683
956;Cecylia;Boguslawska;Politechnika Krolewska;Szczyrk;IV;1225
1602;Waclawa;Borkowska;Politechnika Krolewska;Szczyrk;I;1683
76;Brygida;Mika;Politechnika Krolewska;Tarnobrzeg;IV;562
928;Kacper;Starachowicz;Politechnika Krolewska;Tarnobrzeg;II;1802
1235;Piotr;Nowak ;Politechnika Krolewska;Tarnobrzeg;II;3039
1419;Witold;Kowal;Politechnika Krolewska;Tarnobrzeg;II;2591
274;Marcin;Bajdak;Politechnika Krolewska;Tarnow;I;2485
897;Malgorzata;Pisarskiewicz;Politechnika Krolewska;Tarnow;I;3064
959;Anna;Pytka;Politechnika Krolewska;Tarnow;I;1146
1111;Angelika;Mrozek;Politechnika Krolewska;Tarnow;IV;2291
1206;Anna;Milewska;Politechnika Krolewska;Tarnow;I;1430
1497;Wanda;Barabasz;Politechnika Krolewska;Tarnow;II;1227
1006;Paulina;Michalak;Politechnika Krolewska;Tarnowskie Gory;I;1204
1095;Lucyna;Wojciechowska;Politechnika Krolewska;Tarnowskie Gory;III;2806
48;Marianna;Lyszkowska;Politechnika Krolewska;Terespol;I;2334
1112;Edward;Malinowski;Politechnika Krolewska;Trzebinia;I;3265
1464;Brygida;Molikiewicz;Politechnika Krolewska;Tworog;I;725
302;Andrzej;Beki;Politechnika Krolewska;Tychy;I;465
427;Czeslaw;Augustyneczek;Politechnika Krolewska;Tychy;I;524
879;Magdalena;Rysowicz;Politechnika Krolewska;Tychy;I;1731
494;Leslaw;Bak;Politechnika Krolewska;Ustron;I;2799
1033;Urszula;Misiak;Politechnika Krolewska;Ustron;II;590
1178;Malgorzata;Janiszewska;Politechnika Krolewska;Ustron;II;3127
129;Karol;Binski;Politechnika Krolewska;Wadowice;I;2497
608;Joanna;Para;Politechnika Krolewska;Wadowice;II;1930
987;Zuzanna;Walczynska;Politechnika Krolewska;Wadowice;I;1035
451;Anna;Dworecka;Politechnika Krolewska;Walbrzych;I;2106
505;Wojciech;Rydawski;Politechnika Krolewska;Walbrzych;II;2711
1202;Anna;Szendzielorz;Politechnika Krolewska;Walce;I;2403
27;Antoni;Banakiewicz;Politechnika Krolewska;Wisla;I;1003
267;Jerzy;Orowski;Politechnika Krolewska;Wisla;III;796
548;Katarzyna;Friedek;Politechnika Krolewska;Wisla;I;898
736;Robert;Tomaszewski;Politechnika Krolewska;Wisla;IV;1511
1008;Aleksander;Bolkowski;Politechnika Krolewska;Wisla;I;3247
1145;Bartosz;Tomaszewski;Politechnika Krolewska;Wisla;II;1511
964;Mateusz;Chwalinski;Politechnika Krolewska;Wlodowice;I;1802
635;Weronika;Kaczmarek;Politechnika Krolewska;Wodzislaw Slaski;II;1140
855;Kamil;Amanowicz;Politechnika Krolewska;Wodzislaw Slaski;I;535
933;Adam;Paterek;Politechnika Krolewska;Wodzislaw Slaski;I;2559
1250;Pawel;Krol;Politechnika Krolewska;Wodzislaw Slaski;V;1109
29;Lidia;Kazdron;Politechnika Krolewska;Wojkowice;III;2646
207;Karolina;Anuszewska;Politechnika Krolewska;Wolbrom;I;1973
786;Grzegorz;Wrzesinski;Politechnika Krolewska;Wolbrom;V;1609
984;Jolanta;Marcz;Politechnika Krolewska;Wolbrom;I;573
123;Jerzy;Semeniuk;Politechnika Krolewska;Zabrze;I;1482
561;Kinga;Matuszyk;Politechnika Krolewska;Zabrze;I;562
939;Mieszko;Lewy;Politechnika Krolewska;Zabrze;II;1408
1249;Bogdan;Nowakowski;Politechnika Krolewska;Zabrze;I;1290
419;Lucyna;Arabas;Politechnika Krolewska;Zamosc;I;1000
798;Dorota;Blaszczyk;Politechnika Krolewska;Zamosc;I;1145
1448;Celina;Bednarska;Politechnika Krolewska;Zamosc;I;1264
1254;Zofia;Gala;Politechnika Krolewska;Zawiercie;II;2861
1350;Piotr;Kisielewicz;Politechnika Krolewska;Zgorzelec;I;3026
705;Dorota;Byra;Politechnika Krolewska;Zielona Gora;I;1233
234;Luiza;Pawlak;Politechnika Krolewska;Zory;II;1904
238;Jadwiga;Grobelny;Politechnika Krolewska;Zory;III;2635
314;Grazyna;Gorska;Politechnika Krolewska;Zyrardow;V;1453
63;Danuta;Bednar;Politechnika Krolewska;Zywiec;I;1933
183;Angelika;Merak;Politechnika Krolewska;Zywiec;II;415
1107;Maria;Chojnacka;Uniwersytet Ekonomiczny;Barlinek;I;1239
1511;Aleksy;Domagalik;Uniwersytet Ekonomiczny;Bialystok;II;1749
1379;Boguslawa;Sawicka;Uniwersytet Ekonomiczny;Bielsko - Biala;V;2168
597;Michal;Baja;Uniwersytet Ekonomiczny;Chelm;I;2916
974;Michal;Piechota;Uniwersytet Ekonomiczny;Chorzow;V;1748
1310;Andrzej;Barabuk;Uniwersytet Ekonomiczny;Chorzow;I;1227
1471;Olgierd;Rokpol;Uniwersytet Ekonomiczny;Ciechanow;I;3348
850;Jacek;Halemba;Uniwersytet Ekonomiczny;Ciechocinek;II;1165
839;Przemyslaw;Choloniewski;Uniwersytet Ekonomiczny;Cieszyn;V;2602
1428;Joanna;Podczasiak;Uniwersytet Ekonomiczny;Dlugopole-Zdroj;I;921
1377;Jerzy;Soplica;Uniwersytet Ekonomiczny;Dobre Miasto;I;2472
266;Krzysztof;Antczak;Uniwersytet Ekonomiczny;Gieraltowice;I;2472
1357;Danuta;Pietruszka;Uniwersytet Ekonomiczny;Istebna;I;918
1576;Adam;Kanarek;Uniwersytet Ekonomiczny;Jelenia Gora;I;1134
295;Janina;Bernacik;Uniwersytet Ekonomiczny;Katowice;I;2356
758;Szymon;Perczynski;Uniwersytet Ekonomiczny;Katowice;III;1216
1444;Kacper;Billa;Uniwersytet Ekonomiczny;Katowice;IV;2354
1475;Adrianna;Tarara;Uniwersytet Ekonomiczny;Katowice;II;3255
1482;Janina;Ciechanowicz;Uniwersytet Ekonomiczny;Katowice;I;2829
203;Arkadiusz;Bracki;Uniwersytet Ekonomiczny;Kedzierzyn-Kozle;V;2665
457;Tymon;Abacki;Uniwersytet Ekonomiczny;Kedzierzyn-Kozle;III;963
471;Monika;Rybicka;Uniwersytet Ekonomiczny;Kedzierzyn-Kozle;I;1111
1557;Mateusz;Ceglarz;Uniwersytet Ekonomiczny;Kepice;I;771
111;Janusz;Judycki;Uniwersytet Ekonomiczny;Kruszwica;I;1361
1130;Adrianna;Wojtczak;Uniwersytet Ekonomiczny;Kruszwica;I;2847
1590;Pawel;Jakubowski;Uniwersytet Ekonomiczny;Lodz;II;1145
1459;Klaudia;Dziarska;Uniwersytet Ekonomiczny;Lubaczow;V;1945
350;Iwona;Pawlowska;Uniwersytet Ekonomiczny;Lublin;III;2942
375;Jaroslaw;Kata;Uniwersytet Ekonomiczny;Lublin;I;2437
1025;Kamil;Malek;Uniwersytet Ekonomiczny;Miechow;II;2719
448;Krzysztof;Badura;Uniwersytet Ekonomiczny;Mikolow;I;637
604;Piotr;Pszczola;Uniwersytet Ekonomiczny;Myslowice;I;1048
1225;Beata;Ciechanowicz;Uniwersytet Ekonomiczny;Nowy Targ;V;1778
1360;Miron;Symanski;Uniwersytet Ekonomiczny;Nowy Targ;V;3075
846;Ewa;Sosnowska;Uniwersytet Ekonomiczny;Nysa;I;1151
742;Magdalena;Peciak;Uniwersytet Ekonomiczny;Ogrodzieniec;I;2024
621;Zofia;Kielbus;Uniwersytet Ekonomiczny;Prudnik;II;1384
553;Ewa;Oszczudlowska;Uniwersytet Ekonomiczny;Przemysl;I;1141
104;Witold;Barylkiewicz;Uniwersytet Ekonomiczny;Raciborz;II;632
40;Krzysztof;Dyszy;Uniwersytet Ekonomiczny;Rybnik;I;2898
155;Sebastian;Lewandowski;Uniwersytet Ekonomiczny;Sosnowiec;II;1434
517;Izabella;Cieslak;Uniwersytet Ekonomiczny;Suraz;I;1100
1150;Marta;Berakowska;Uniwersytet Ekonomiczny;Szczekociny;I;1850
957;Alicja;Urbanczyk;Uniwersytet Ekonomiczny;Szczyrk;I;3022
226;Agnieszka;Korandy;Uniwersytet Ekonomiczny;Tarnobrzeg;I;3222
257;Janusz;Waz;Uniwersytet Ekonomiczny;Tarnobrzeg;I;2917
1538;Michal;Polak;Uniwersytet Ekonomiczny;Warszawa;I;1720
749;Bartosz;Gasior;Uniwersytet Ekonomiczny;Wejherowo;I;2138
1233;Kacper;Klimka;Uniwersytet Ekonomiczny;Witonia;IV;2072
461;Tomasz;Kaczmarek;Uniwersytet Ekonomiczny;Wodzislaw Slaski;I;1140
435;Ryszard;Siennicki;Uniwersytet Ekonomiczny;Wojkowice;II;2978
253;Anna;Sawiciak;Uniwersytet Ekonomiczny;Wolbrom;I;2285
862;Dominika;Maslon;Uniwersytet Ekonomiczny;Zgorzelec;I;1175
626;Helena;Gawlicz;Uniwersytet Krolewski;Aleksandrow Kujawski;I;2349
1346;Jan;Witaj;Uniwersytet Krolewski;Aleksandrow Kujawski;I;400
288;Daria;Dyrbusz;Uniwersytet Krolewski;Alwernia;I;1779
